n,replication,seed,experiment,theta1_hat,theta2_hat,theta1_error,theta2_error,sqrt_n_theta1_error,sqrt_n_theta2_error,oracle_se1,oracle_se2,T1,T2,coverage1,coverage2,nuisance_L2,nuisance_mean_error,nuisance_max_abs_error,final_training_loss,Cn1,Cn2,Cn_norm,lhs1,lhs2,minus_Sn1,minus_Sn2,IF_gap1,IF_gap2,IF_gap_norm,convex_theta_check_loss,loss_epoch_1,loss_epoch_100,loss_epoch_250,loss_epoch_500,loss_epoch_1000
1000,1,1020264930,experiment2_fixed_theta_nn,0.9491722755658102,-0.9622041827226837,-0.050827724434189814,0.03779581727731629,-1.6073137749543291,1.1952086862386335,0.10737012272732883,0.10156044895472138,-0.4733879699781015,0.3721509472074781,1.0,1.0,0.4881378172440338,-0.10620511991159909,3.2275405312937573,0.48620847556677077,-0.042518542772595966,0.00032739340067556547,0.042519803220897885,-0.08881656444418934,0.07032512705413758,-0.34762995254097584,0.07380342898270366,0.2588133880967865,-0.0034783019285660743,0.25883676022243074,0.4859511209499366,2.1402464616382444,0.5455500899076325,0.533988971434512,0.5179193788309718,0.48911152106100075
1000,2,1020265939,experiment2_fixed_theta_nn,1.0261646083264366,-0.9394965326331781,0.026164608326436634,0.060503467366821884,0.8273975639774613,1.913287632168274,0.10544507302319574,0.09984113962815018,0.24813495383213363,0.6059973633330098,1.0,1.0,0.5000444701488416,-0.0507352822469648,3.398672185225238,0.4981411369564246,0.11333237999036183,0.15738093895319352,0.19394068242653112,0.06714540295737119,0.1394305052397708,0.21338080823759928,0.509712525629237,-0.1462354052802281,-0.37028202038946617,0.39811250719008767,0.4951804956503393,2.402766167124628,0.5501629256189015,0.5341870426021769,0.5198599407840565,0.4987603860145792
1000,3,1020266948,experiment2_fixed_theta_nn,0.9630979172472285,-1.0633439261331041,-0.036902082752771515,-0.06334392613310413,-1.166946319027742,-2.0031108251807117,0.10366953366494559,0.09901067387827274,-0.35595879954507254,-0.6397686598010778,1.0,1.0,0.5315221657940441,0.10641610385511643,4.511075009156617,0.4522431678482171,-0.0800710013207898,0.056958896182830246,0.09826332534002885,-0.08772731024603737,-0.14799906324606704,-0.12104294773303188,0.2016919849100654,0.03331563748699451,-0.34969104815613244,0.35127448080055484,0.4477430307074594,2.2786849031085965,0.5119511030527213,0.4886536571242139,0.4660833906613043,0.4515732398307614
1000,4,1020267957,experiment2_fixed_theta_nn,0.9453128517924692,-0.9545446126083584,-0.054687148207530845,0.045455387391641566,-1.7293594707499202,1.4374255608288753,0.10372692826060348,0.10085486488563566,-0.5272222857128757,0.450700989418663,1.0,1.0,0.5213353771759858,-0.09018801591959318,2.6847942221543204,0.44748965854736067,-0.10360688825826411,0.05050876626107267,0.11526284207747134,-0.09986099260149789,0.08425348953802568,-0.25494327845246384,0.013751627298866058,0.15508228585096595,0.07050186223915962,0.17035559269935976,0.44672656857914045,2.266654039465354,0.519333126532592,0.5100655142976013,0.4913665276806252,0.4499639689661955
1000,5,1020268966,experiment2_fixed_theta_nn,1.0204744514145392,-0.9766020289756512,0.020474451414539185,0.023397971024348818,0.6474590031240014,0.7399088106356532,0.1026221801181596,0.09994934448176374,0.1995129258700684,0.23409829394746953,1.0,1.0,0.5484361831954973,-0.10370987573770361,3.0819874102790066,0.4691115232118924,0.09894457272536256,0.0810163891275958,0.1278815224302502,0.046398636336213356,0.05449066907450068,0.1507925018443726,0.24893296752495442,-0.10439386550815924,-0.19444229845045374,0.22069410182972937,0.4682877078420819,2.1234198619954294,0.5422729578152411,0.527691354564147,0.5038812982020913,0.47033412023628196
1000,5,1020268966,experiment2_fixed_theta_nn,1.0204744514145392,-0.9766020289756512,0.020474451414539185,0.023397971024348818,0.6474590031240014,0.7399088106356532,0.1026221801181596,0.09994934448176374,0.1995129258700684,0.23409829394746953,1.0,1.0,0.5484361831954973,-0.10370987573770361,3.0819874102790066,0.4691115232118924,0.09894457272536256,0.0810163891275958,0.1278815224302502,0.046398636336213356,0.05449066907450068,0.1507925018443726,0.24893296752495442,-0.10439386550815924,-0.19444229845045374,0.22069410182972937,0.4682877078420819,2.1234198619954294,0.5422729578152411,0.527691354564147,0.5038812982020913,0.47033412023628196
1000,6,1020269975,experiment2_fixed_theta_nn,1.0636955444889316,-1.0665325580693397,0.06369554448893155,-0.06653255806933966,2.014229973896094,-2.1039442205652827,0.10870663600603299,0.09714283604208067,0.585939799345797,-0.6848941288940634,1.0,1.0,0.5239364309147682,-0.018036763461423466,3.7183470844016893,0.4856167091084971,-0.13199852690012456,-0.023192548245103375,0.13402054095512508,0.10944011482251995,-0.14552977782266532,-0.005328806889349414,-0.32949993365683,0.11476892171186936,0.18397015583416468,0.21683386181256847,0.4842143989566265,2.2234543863109457,0.549206603183016,0.5316543697963522,0.5130360513074513,0.48632415652493266
1000,7,1020270984,experiment2_fixed_theta_nn,1.0475657048404543,-0.954900222527824,0.047565704840454304,0.04509977747217597,1.504159658071316,1.4261801877882723,0.10370844257992252,0.09853364550164086,0.4586483381408218,0.45770941735252185,1.0,1.0,0.6620907713404915,-0.15656656074715244,6.17381347123412,0.46406702202930683,0.027056424625681957,0.13462443560487197,0.13731638203599572,0.10300982228361188,0.10822934141124947,0.11654686565232973,0.014305614113309781,-0.013537043368717847,0.09392372729793969,0.09489424688938886,0.4610460766899156,2.324232303446599,0.5289454983624641,0.5085067849901523,0.488683427957335,0.4616868901139826
1000,8,1020271993,experiment2_fixed_theta_nn,0.9979950527270783,-0.9764422262035208,-0.0020049472729216644,0.023557773796479164,-0.06340199970975693,0.7449622179990609,0.09789446810862053,0.09906765738450336,-0.020480700407882496,0.23779480022472183,1.0,1.0,0.5180244057201632,-0.06172497148957956,2.8636734927582186,0.49028573178694623,0.06144260607550867,-0.05404788340876896,0.08183133594362259,-0.002094932669699408,0.051533207416298674,0.08128712501967089,-0.11953152121269833,-0.0833820576893703,0.17106472862899702,0.19030425356629807,0.4899923306320882,2.2657519713491148,0.5479579206284133,0.5361505473261607,0.524022716867874,0.4919520788927045
1000,9,1020273002,experiment2_fixed_theta_nn,0.8987093191584099,-1.0863280714657184,-0.1012906808415901,-0.08632807146571841,-3.203092572086056,-2.7299333184146066,0.10001287320039663,0.0998669085125655,-1.0127764316762815,-0.8644311989977782,1.0,1.0,0.5824488864635723,0.24290340683599015,2.6374045138910014,0.4911833585019009,0.059004944232732316,0.01837467092572846,0.06179977326444379,-0.23500634487493013,-0.20586610540434597,-0.1802947217836011,0.4293972646128524,-0.05471162309132904,-0.6352633700171983,0.637615017849247,0.4829962102647818,2.425394339614434,0.5443425805682917,0.5328877176220096,0.5127429076299477,0.48547866283368435
1000,10,1020274011,experiment2_fixed_theta_nn,1.0156104527370824,-0.9902569942698396,0.015610452737082392,0.009743005730160403,0.4936458595558998,0.3081008936337875,0.1032753785114525,0.09556145890021565,0.15115367246367734,0.10195538915258666,1.0,1.0,0.5324957430604146,-0.033806246153014016,2.504775355421136,0.48521402639829964,-0.12766215504799613,0.09776256063952976,0.1607953484846385,0.034286647411909066,0.027095401440409558,-0.1328857935666803,0.027962602704252937,0.16717244097858935,-0.0008672012638433792,0.16717469025176016,0.4850512847208678,2.3857511810693595,0.5551322188376894,0.5356917417003455,0.5159092695950837,0.4870831136366231
1000,11,1020275020,experiment2_fixed_theta_nn,0.9575606091798664,-1.07247965400775,-0.04243939082013359,-0.07247965400774992,-1.3420513750166345,-2.292007906854411,0.10600675748721872,0.09901614648926718,-0.4003460894957619,-0.7319983313590811,1.0,1.0,0.4689086162067129,0.10504803925368779,2.139699049846839,0.46947129774297613,-0.08451029291757554,0.03182420958160393,0.09030376473053751,-0.08320118270673046,-0.16018290713260688,0.06693983445393398,-0.0005902292781242364,-0.15014101716066444,-0.15959267785448264,0.21911674481609936,0.4657975293397675,2.32073139538297,0.5221779355580082,0.512096921927129,0.4886612759376269,0.4659024598034604
1000,12,1020276029,experiment2_fixed_theta_nn,1.0037344361558278,-1.0244936360273662,0.0037344361558278028,-0.024493636027366206,0.11809324028899341,-0.7745567802563552,0.1046322570543516,0.1002522744268503,0.035691059917477806,-0.24432000338544083,1.0,1.0,0.5276528551193185,0.035918884957884444,2.7297618125681735,0.4671386031617658,0.06897600014180309,0.09053423779179504,0.11381624140738135,0.0013273933686961765,-0.052252291812815675,0.04474640604805976,0.20637156348150087,-0.043419012679363586,-0.25862385529431653,0.2622432252496646,0.4667306253241852,2.1930632261461427,0.5385973130996745,0.5302063822232859,0.5104481598954606,0.4675065094519621
1000,13,1020277038,experiment2_fixed_theta_nn,0.9370809794377359,-1.0510210406745635,-0.06291902056226406,-0.05102104067456348,-1.9896741312372255,-1.613426971237143,0.10470547623130509,0.10294838031614739,-0.6009143248942349,-0.49559828447889487,1.0,1.0,0.5945167539624385,0.10042170761471753,3.5529498937171784,0.44232662729158484,0.1363771262467441,0.062159395698191997,0.14987498469352648,-0.13195002362140845,-0.11375387773468856,-0.02730595860783278,-0.19132735566398998,-0.10464406501357568,0.07757347792930142,0.13026137117585268,0.43885005535911714,2.3117779016842923,0.5192419398852794,0.5002888076538264,0.47731996974056345,0.44089357107428057
1000,14,1020278047,experiment2_fixed_theta_nn,0.8825838755044874,-1.023072507153668,-0.11741612449551264,-0.02307250715366793,-3.7130238743570882,-0.7296167393611922,0.10379635090094791,0.09628683102921787,-1.1312163045843682,-0.2396226660182291,1.0,1.0,0.5049678764744452,0.014305583988452398,2.6987933621289955,0.4779867534873532,-0.11763409935368864,-0.06918681409807652,0.13647196259963176,-0.23633865062884132,-0.062046055621980525,-0.37208428813658145,-0.30477919247474944,0.13574563750774013,0.24273313685276893,0.2781119447790185,0.4727734631526643,2.1676619479437362,0.5336640788218269,0.5226778002313354,0.5013339120804672,0.4782342148485007
